,Avatar (2009),"Lion King, The (1994)","Fast and the Furious, The (2001)",Toy Story (1995),Jurassic Park (1993),Twilight (2008),Pride & Prejudice (2005),"Notebook, The (2004)",17 Again (2009),"Twilight Saga: Eclipse, The (2010)",Aladdin (1992),Beauty and the Beast (1991),Mrs. Doubtfire (1993),Toy Story 2 (1999),"Hangover, The (2009)",Harry Potter and the Goblet of Fire (2005),Total
My Big Fat Greek Wedding (2002),0.7850372891060522,1.1795692680759526,0.8879850632017434,1.0904601598475243,0.6868165727701893,0.49217709558996425,0.6365000609199497,0.4937059623481183,1.3523115195962723,0.289243906914487,1.0970132692654646,0.9342467907401044,0.8135144412731259,1.3940589522403146,0.4619873104239376,0.5940370595462774,13.188664721859478
Indiana Jones and the Temple of Doom (1984),0.8204897252587116,1.1722772818843388,1.1521309788334095,1.5435237085311395,1.6943059626783241,0.1187263012323945,0.5412519546674219,0.16750687715080675,0.2211197498139536,0.14475728235084334,1.2557395954653716,0.6653035255637891,0.8444554894647514,1.8853823451128446,0.4133194319128493,0.5342968628669224,13.174587072787872
Night at the Museum (2006),1.124328567983661,0.901913821716383,0.6336462293726156,0.7757225269696091,0.5386363525924479,0.9702727288701144,0.8059798900880488,0.8022847471036867,1.0448855234377796,0.38486849879982926,0.9129921835177532,0.7022675922538033,0.8121252610284979,1.37867109249037,0.671172544458525,0.7013471002232834,13.161114660906408
X2: X-Men United (2003),1.1101591653006848,1.0252439211251054,1.2782333699443074,1.1984221318872388,1.009028987582088,0.45249667395217125,0.48581167204675263,0.3980820864676491,0.5607508870890638,0.17439919677581167,1.1607563810711916,0.6699356244045477,0.4966526075710335,1.9250377121534115,0.5180494959163603,0.6604799191636422,13.12353983245106
Mission: Impossible III (2006),1.2304039757148506,1.0225959648442215,1.5453816138670777,0.8725061319473694,1.0602484503414527,0.5025705652854418,0.4276306600087063,0.3715569052279541,1.0583653368825017,0.2813953108431512,0.903446566404865,0.43110411378281793,0.6506524282967172,1.3728167832507587,0.649253981815297,0.7006534575697897,13.080582246082972
"Simpsons Movie, The (2007)",1.3303961529081674,1.1790325287285321,1.2769982124663535,0.9804058498050556,0.8060097758749702,0.632073165665615,0.5393667007381147,0.32127654010155493,0.5671912029600465,0.19873010587656068,1.0645952298609083,0.5870392131521709,0.6435325084767052,1.3744007630755828,0.7873980422389694,0.7912335014469115,13.079679493376219
Freaky Friday (2003),0.8381369621196731,1.050379293564759,0.5399082425703785,0.6235710032235957,0.4703193126482195,0.6643987122952474,0.9900039528141337,0.8909974068777953,1.3565196391641352,0.486541369197023,1.2700897769583213,1.0792821305405735,0.7184373583637149,0.925455408322383,0.45801367910269924,0.7166327173265538,13.078686965089208
Dodgeball: A True Underdog Story (2004),0.8687589473132441,1.0397168927759124,1.5768804407152905,0.892490714320415,0.8574486552592886,0.6062337322853084,0.31542805357662423,0.4188467709223711,1.0325868605774,0.09706797132964874,1.0987115903735598,0.6438598046492686,0.8003118994002754,1.5354232183276673,0.7293065786104235,0.538259908988571,13.051332039425269
The Scorpion King (2002),0.8054266132420964,1.0251212112201955,1.5888346718619586,0.8244611516992486,0.6525159178255213,0.5802222444162409,0.7660338460391084,0.7728736990289589,0.9611543933274419,0.2392392221881109,0.9364938641158134,0.7444733125805227,0.6124619248695496,1.3591233014665913,0.5179358709711327,0.6640677545205479,13.05043899937304
Ace Ventura: Pet Detective (1994),0.26844015424741147,2.0085200123665015,0.7780157712868331,1.207576508750281,1.6974497020618176,0.1881511337791317,0.04753363498622936,0.18489109785536795,0.2237493952013114,0.229995637803186,2.197814900027542,1.5149871514188102,1.1463156204588834,0.7514970117927734,0.2752570390241041,0.32463014577853655,13.04482491683872
"Matrix Reloaded, The (2003)",1.4539695431942616,1.0907408857275884,1.497530369802283,0.8320999269269541,0.752042332876888,0.6175012754927832,0.650612914801761,0.41572646639082494,0.5324977197583332,0.19965841370585238,1.0450104005866006,0.5787358253572832,0.5759249151021223,1.4665594630748966,0.5903175078258025,0.7458089950071553,13.04473695563139
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),1.427792750239646,1.0467259329547292,1.4802779093730034,0.752673428213082,0.6284390986921291,0.48976963781620275,0.7428253516143423,0.4627776927789165,0.7886281342383245,0.20958538187074988,0.8804691997428908,0.5830222724687607,0.5349176616206593,1.5038505804206417,0.6952735195863342,0.8150444935148239,13.042073045145237
Back to the Future Part II (1989),1.3621874126076992,1.0422102326159746,1.008730426487293,1.1324927751939782,1.0815694938510918,0.4043698996989444,0.46499633104317784,0.1786454503876279,0.5353255902422853,0.13945992250518013,1.3095853259691725,0.6598794017955606,0.8929981637100908,1.5506237559977478,0.5702719446690465,0.7058036133158959,13.039149740090767
Back to the Future (1985),1.1667185311705521,1.014579163104338,1.0078410820916042,1.6497201719669468,1.4765413258486004,0.3558111271581602,0.5032315949909766,0.06785052698618685,0.598878214385331,0.1954467887465454,0.9816470782972666,0.5968276525832071,0.6662318764915971,1.6887996847467837,0.5245690625498635,0.4986953272391823,12.993389208357144
The Hunger Games (2012),1.8247529829705846,0.7435458109204628,0.8955558880935481,0.5300044680075908,0.11980880040895718,1.2233171107332657,1.2222829545050804,0.58837166776801,1.399760704923405,0.5692427236514145,0.44614908970332734,0.27692095495022206,0.3822210149533465,1.0928649564807875,0.8705636124543624,0.806272334144173,12.991635074668539
"Girl Next Door, The (2004)",0.7403023102068783,0.9311076540510542,0.8507929837324529,0.4813652340189404,0.43183834683596706,0.9704179364059097,0.9801190854127073,0.8115665658126852,1.8554018335247255,0.4980222008208142,0.7137622658692389,0.7720319566777131,0.6733174871345526,0.9713950876281409,0.656450018135114,0.6237953420010798,12.961686308267975
"Sound of Music, The (1965)",0.4065701445312349,1.4598958714607415,0.5132652662988941,0.9595084083230081,0.9200096967118656,0.38270045427191596,0.7692336426920543,0.3301829693817656,0.852978355878945,0.4765726185032272,1.2735950794934368,1.461613113232748,0.886951732705441,1.4449568770121894,0.28813648606844816,0.5301755275483336,12.956346244114249
Pinocchio (1940),0.544200485289521,1.748484434886334,0.5744244842606279,1.4647297906845445,1.089883894722182,0.23504444063649452,0.5915646036525007,0.0932926415415986,0.49528939191202537,0.2652839285436228,1.4327797647387073,1.4687593184806087,1.0507580485507475,1.0818270699630979,0.36845211584045545,0.4382206534639692,12.942995067167036
"Santa Clause, The (1994)",0.22417504452522585,1.959552338906542,0.7339191203175246,0.97263932712174,1.3641018006817518,0.3599573269401981,0.21802127404899938,0.41278190889744115,0.1933540334771579,0.2658672650878882,2.00034483167952,1.7019963486769443,1.1039671699145674,0.8893706399589653,0.19367676577522272,0.3475751084721093,12.941300304481796
Sleeping Beauty (1959),0.5879466720831192,1.3368137470593724,0.7830205893614223,0.9686224136626809,0.7437533282699447,0.5318769916931988,0.8942888650767247,0.46905868220343894,0.8795753038297144,0.3692238644992449,1.0692742372610893,1.1877161067549606,0.7480324051946656,1.4721303079520753,0.477707989153792,0.4163020912628883,12.935343595318333
Harold and Kumar Go to White Castle (2004),1.065307095719536,0.945256538740133,1.2677571136239867,0.7246712747663477,0.8289512462503095,0.5298387234873941,0.5427578271896845,0.45192651125989314,1.5234593161154928,0.30254062234573303,0.8695025058028388,0.6012058300443067,0.6947198470568309,1.102299872921487,0.812615701428618,0.6411132401877274,12.903923266940321
Kung Fu Panda (2008),2.1563094295929566,1.061769664039731,1.0295606336289909,0.6660217426508357,0.49785957097877215,0.7224225239385994,0.6347494090209833,0.6617472159815894,0.8514316118900704,0.2139588616648429,0.5957851193944885,0.3924672291751731,0.4247297598969755,1.2335362259356388,0.982721404623206,0.7630708355749619,12.888141237987815
Spider-Man (2002),1.3078145936889964,1.086230753496071,1.2772426731266142,1.014037694105673,1.026066682791222,0.24142753843971723,0.5964432300870016,0.39721577528925267,0.3603212262144079,0.19013526350271642,1.004191367434966,0.6756758798719991,0.634124739344885,1.8542641476371746,0.4830900229446422,0.7179138111621597,12.8661953991375
Dumbo (1941),0.4758183087915375,1.2131287311881715,0.7958312468757786,1.1030136945296436,0.7974568268673263,0.341980129885121,0.926586551124975,0.3678736831463541,0.7912107564685001,0.5012567940010052,1.21822275269143,1.1497850706969692,0.8191641992946361,1.3109256688650863,0.4050667218838337,0.6471100352465767,12.864431171556944
Star Wars: Episode II - Attack of the Clones (2002),1.1495995158164432,1.1028710713877583,1.4105627107022614,0.8441199225841425,1.0573864299691997,0.4610819104518389,0.6658912243093033,0.37763879341852213,0.4614796624317343,0.2353030056216948,1.0267840812700377,0.6063672884231885,0.5837028538321474,1.6742284500968956,0.5114658988888356,0.664820280697374,12.833303099901379
X-Men (2000),1.0054039430623483,1.0792951090915581,1.2198673664366297,1.1241305342372905,1.0522034521832504,0.35790333792627743,0.4497160557357101,0.5263570259138644,0.4882530089011449,0.14218446681785246,1.1586088632025149,0.6889228828451989,0.5365717154949166,1.8891341426935928,0.4829831460569444,0.6312992071973346,12.832834257796428
Harry Potter and the Half-Blood Prince (2009),2.0806994410871233,0.8330719434326571,0.6812283388917498,0.48619434537091644,0.2664537687453457,1.0453689085334328,1.0881501226156145,0.6537512790441078,0.5952844381928362,0.46842742511889285,0.8177123651770701,0.52444687966997,0.3728829662112788,0.9896537419996138,0.7069512344079012,1.221716738370831,12.831993936869342
Spy Kids (2001),0.9137058788317044,0.9429627755369923,0.834602202517738,0.8351483856309371,0.7324410796632723,0.697966495790091,1.0321533527989086,0.37678400004766655,1.1934908300054297,0.457307025159903,0.8863048002759266,0.6740261355529384,0.5948620836574069,1.5735379119422284,0.44428492815310083,0.6355320528600275,12.825109938424271
Scott Pilgrim vs. the World (2010),1.6886896892498553,0.7624692594120136,1.0381966833462737,0.7223429885428995,0.5608458316616851,0.9910326311437441,0.7408146583466982,0.7326425009374106,0.8957729551655852,0.25914551283191134,0.5934868242735795,0.4683021259262307,0.5890104219720577,1.0615146618306477,1.0089953244433028,0.7010262537927062,12.8142883228766
Bridget Jones's Diary (2001),0.7020282262013451,0.8140834749485072,0.8377124799762383,0.8159244342135052,0.5657391308591864,0.7858622239436058,1.006007624795919,0.7975292833223968,1.2861142519477244,0.4626447815947019,0.8953615228590635,0.8252492483557186,0.6243423390507483,1.2165527499413313,0.4514230410760279,0.7007905075662679,12.787365320652288
How to Lose a Guy in 10 Days (2003),0.56885133913031,0.9147505287665857,0.5351483427367266,0.4871851876557155,0.3840320129915213,1.0183702485403814,1.0799828039567219,1.203080481991279,1.5318532893461556,0.7680105614078747,0.9042690862368794,0.8803242883947978,0.6753144884923006,0.7470309851827944,0.5629741551104678,0.518105362295709,12.77928316223622
"I, Robot (2004)",1.5097142191335842,1.2143910394386217,1.461493258265514,0.5424117077371517,0.8487982192690168,0.6123144416184177,0.4653177079524053,0.489469094043425,0.7585463066137073,0.1335883449893422,0.8995711347675716,0.377825818517221,0.6017386576042171,1.354385669101075,0.7676504273511929,0.7366201747793295,12.773836221181792
Chicago (2002),0.43625068719152854,1.1272857164497236,0.8422796704189944,1.0511934270147323,0.739371019341362,0.452628255375267,1.0102663480124954,0.7709843627650941,0.932002443505595,0.25548448371372934,1.0133275001733053,0.991588357037052,0.7355479756653505,1.4176759065663909,0.2754387252835323,0.7158596132470347,12.767184491761187
Easy A (2010),0.9491094956981403,0.6229771203288723,0.4201944648309872,0.6821881733361346,-0.03990107320471584,1.1255183229095012,1.476248457080214,0.7851062502468532,1.9007621168482938,0.7177031952604458,0.6362558998540419,0.7117456443761397,0.38023240269056,1.1682976777741527,0.5968756259297882,0.6328114470419847,12.766125221001394
"Day After Tomorrow, The (2004)",1.342917915514622,1.0659498192441903,1.3355062931031156,0.81201312539501,0.8046530217035641,0.6698885937897635,0.4407963691829607,0.5362480455928678,1.0072669302437594,0.20125502630173592,0.8307505943740329,0.5740882988887879,0.6125371686156565,1.0761022666602427,0.743784110423587,0.7109646794512186,12.764722258485115
Bring It On (2000),0.4879015808226172,0.7774352113401923,0.9480192630192495,0.8755434422147307,0.5303158035106876,0.877257334180615,0.9327864242183773,0.906452273405628,1.0077845754105215,0.552154321767646,1.074958854324173,0.7420632792271067,0.6359626685861699,1.4385144707677953,0.5053627993365217,0.4273808874312911,12.719893189563322
Disturbia (2007),1.142900881707079,0.7970248916892714,0.9446753290916243,0.8062199721827659,0.7278022869386099,0.6513440000296509,0.863401739261398,0.6076360842842508,1.3260986551698757,0.35591468819992184,0.712817907481804,0.6811254886995486,0.5417926656695823,1.276824678942019,0.7324535918030745,0.5446203550615831,12.71265321621206
Speed (1994),0.30529290559905087,1.8910373279414938,0.9066543902582037,0.9932515815742282,2.3112847300101174,0.010289130770715678,0.06309780837545523,0.12092685356303537,0.17203044389360106,0.07347683020065247,2.008131048345531,1.3335588930984295,1.475558875677748,0.7976727569343899,0.0897768296273231,0.15383953026399505,12.705879936133968
Hellboy (2004),1.4021347763813063,1.0221294596977444,1.2638937926027587,0.9599648398543635,0.9726981556638444,0.38157787615403016,0.3375706562818543,0.47163990251832033,0.5124638289675334,0.21285650276710147,0.9559516969335436,0.5874095550760331,0.5850630255878865,1.6111983680672337,0.6190110256087169,0.7902076220204468,12.685771084182718
Batman Begins (2005),1.527144131025913,0.9629754039360185,0.9278319517209707,1.1072272769985776,0.8023324477328333,0.674158138176576,0.6150285773611018,0.3540488536615789,0.42930514490935934,0.3007442825769689,0.9303861759156753,0.4796713788896882,0.42685725106348826,1.529663870006532,0.7722363372885975,0.8283121146997515,12.667923335963632
Babe (1995),-0.004868969891560717,2.2639072791554895,0.3133586089995471,1.7056793476560084,1.696850629005318,0.08222406465719774,0.2017901763589037,0.028378673606960766,0.20785899931805574,0.11157049158902459,1.9080949167349368,1.5298614723668984,1.166464089865412,1.1876128587141126,0.03893678509767019,0.21690933742851354,12.654628760662488
Evan Almighty (2007),0.6419731987402622,1.0340182040342385,0.7879558692858881,0.5499961332299232,0.4434004866377313,1.0864202585576452,0.8851916734037437,0.8326410844988742,1.648089769965865,0.6147635413717083,0.6969270257981675,0.7737475308228032,0.5802828566836304,1.2212745913561154,0.3692616522453782,0.4566683874991866,12.62261226413116
Blood Diamond (2006),1.4692556899511977,0.6571020728496378,1.2066042725762047,0.7879338466173931,0.41258110729444386,1.0438235621357692,0.720218091200708,0.5606472605150111,1.1006438591138266,0.4602438751807825,0.5343219615928815,0.490330124189103,0.518058156536803,1.1660267736998706,0.8473839647288571,0.630372371084284,12.605546989266774
"Wedding Planner, The (2001)",0.8399116074283114,0.9965463979054879,0.53991250724326,0.6593961938643028,0.6511151130188626,0.7581840254662489,1.126708036077962,1.1501789058332086,0.8561619019199168,0.4867704026554828,0.8562619838653842,0.8907077093498921,0.7720390975224511,1.0478603211255442,0.4558484277549952,0.5153581513886405,12.602960782419952
Sin City (2005),1.2021037681963218,1.0883719147830155,1.1850286234007594,1.1056298609154593,0.845166615682374,0.40037411301572295,0.6917630368564981,0.4098268369962461,0.7721214417106244,0.026147575722431857,0.8522731723428831,0.5415844888874299,0.6289879575532711,1.3401238841408316,0.787294290661507,0.7256841422914361,12.602481723156814
